Domain,Complaint/ Opinion,Complaint Label,Severity level,Sentiment,Emotion
Transaction Failure,"Now scared of these digital banks with no branch.

My N3,400 has been hanging with Kuda since December 20, after they debited twice for single transaction

If it was traditional bank, I would have gone to a close by branch &amp; complain.

Will I now spend N1k to Yaba to claim N3,400",1,No explicit reproach,negative,fear
Transaction Failure,You can tell what field of work someone is in by how they complain or make a comment about our credit card machine having a transaction fee,1,No explicit reproach,negative,sadness
Transaction Failure,When you hear someone complain about paying $200 in gas fees on a $160 transaction. https://t.co/YDEWfPf6F6,1,No explicit reproach,negative,sadness
Transaction Failure,@TheOfficialSBI ..your contact centre representatives is just foul..They just make excuse that due to technical reason any unauthorised transaction is not appearing at their end and refuse to take the complain even after 3 hours of effort and call waiting..,1,No explicit reproach,negative,sadness
Transaction Failure,@NLabservice I would like to complain about the process being followed for home sample collection. The person visiting asked for all the transaction data he should have already had. He took more than 20 min to do paperwork at my home. The sample collection for covid not deep,1,No explicit reproach,negative,sadness
Transaction Failure,@TheOfficialSBI There is no option regarding charge back complain and i did this transaction via debit card details,1,No explicit reproach,negative,sadness
Transaction Failure,"@creativefunks @NFTtheft We can complain about both, it’s just that one uses considerably more energy per transaction than the other",1,No explicit reproach,negative,sadness
Transaction Failure,"@Vested_finance My transaction with SBM bank is stuck since last evening, the money has got debited but isn't showing on vested direct..the customer care says there's an error in the API, how does it matter to me? Please refund the amount else I will have complain to RBI",1,No explicit reproach,negative,sadness
Transaction Failure,@mrsupersaad @Sabbandkardo That's what I'm gonna do next. I've sent a third email to explain what's going on and they aren't replying the email. Next I'll ask them to email me that the funds aren't received. Then I'll dispute the transaction and at the same time complain on the citizen portal and PSX/SECP.,1,No explicit reproach,negative,sadness
Transaction Failure,"@gtbank_help @gtbank I complain about some transaction I did since January 2nd and the receiver is yet to receive the money since. you guys haven't been responding to my email, my WhatsApp text and  all your communication channel",1,No explicit reproach,negative,sadness
Transaction Failure,@easypaisa 31 December ko mery account sa rt 3:24 aur suba 7:00 bjy same num pa transaction hui hain 3 dafa complain krwae mail ki but no rply aur MashaAllah operator itny achy sa bdtmeze krty hain k insan uny kya khy cl pa is leye Agr koi responsible insan ha to wo DM kry,1,No explicit reproach,negative,anger
Transaction Failure,"@EGLD_MEGA_WHALE We're so very early. Proof of Transaction feels like the only reasonable, accountant-friendly way to handshake the magical crypto world w Muggle Layer. They won't even complain as we retrofit the internet, it'll add up 🧾☑️",1,No explicit reproach,negative,sadness
Transaction Failure,Withdrawal 10000 ho gya h mene 3 bar complain kiya but kuch v clear nahi kar rahe h Canara Bank and state Bank of India so please check my transaction. https://t.co/a6LMAexY5Z,1,Blame,negative,sadness
Transaction Failure,@rachit_12345 complaint at https://t.co/FQRPosUbLi under Unauthorized Transaction. Please report any suspected fraudulent txns. to your Branch. You will be required to submit specific fraudulent txn. reporting forms along with the police complain /FIR and other required documents as (2/3),1,No explicit reproach,negative,sadness
Transaction Failure,"@walletsafrica @thejohnoke  I made a transaction of 25900 from my wallet to my local bank account on the 11th of Dec 2021. D money did not reflect in my local bank, nd I log in a complain immediately. I've provided all dat is required of me and nothing has been done till now..",1,No explicit reproach,negative,sadness
Transaction Failure,@centralbank_in My mother did grocery shopping during payment from her debit card(central bank) transaction was failed but Amt deducted from her account and shopkeer didnt get money..it was happend on 3rd jan still she didnt get money refund.. i did complain regarding this but no respons,1,Blame,negative,sadness
Transaction Failure,"@NPCI_BHIM I am facing an issue with a transaction since a week where payment is failed but amount is debited and is not credited back to my account
Also I did complain and contacted your customer care many times but either they don't talk in a correct manner or they ignore calls",1,Blame,negative,sadness
Transaction Failure,Please you guys should help me out here i have been trying to complain to @SportyBet about a fraudulent transaction that occurred in my sportybet account today. @SportyBetNG is refusing to contact @paga and my account has been emptied of all the funds inside to a paga account,1,No explicit reproach,negative,sadness
Transaction Failure,"@fairmoney_ng  have never seen a useless and a fraudulent app like fairmoney. On several note have been attempting carrying out transaction with my card, so unfortunate that I'll be debited and the money will never get to the recipient. Have laid an email complain still nothing.",1,Blame,negative,sadness
Transaction Failure,@Paytm sir i have a transaction on Paytm 29 oct by wallat and my order is failed but i don't receive refund so i request you to please refund my money  i have complain many times but ni response my ticket no is 3139338202 please help me with refund,1,No explicit reproach,negative,sadness
Transaction Failure,"@Mibbeesayes Ah phoned to complain but they didnt give a toss, so i now put the same reason for every transaction so it makes the data useless.",1,No explicit reproach,negative,sadness
Transaction Failure,@StanChartHelpIN ATM transaction declined. Didn’t receive cash but amount debited from my account.,1,No explicit reproach,negative,sadness
Transaction Failure,@StanChartHelpIN I had a plan to use card in next few days for one big transaction. Unfortunately I can't do that now.,1,No explicit reproach,negative,sadness
Transaction Failure,@StanChartHelpIN worst service. Customer care is also hving no knowledge.2 EMI converted for single transaction.Asking closer charge for 1 EMI.Mail sent but results is zero.,1,Disapproval,negative,sadness
Transaction Failure,@StanChartHelpIN I am simply asking for an email from standard chartered mentioning banks consent and cooperation for transaction reversal with ICICI bank. How difficult can that be?,1,No explicit reproach,negative,sadness
Transaction Failure,@StanChartHelpIN There is no dispute in this case. The person who transferred the amount and the one who received it by mistake both are following up with the bank. I have written consent of the person who received the money for transaction reversal. What’s the dispute here?,1,No explicit reproach,negative,sadness
Tax,"@FinMinIndia @IncomeTaxIndia Breaking News
Alert Alarming
ED-CBI-Income Tax-RBI-FM-CVC-EoW-MCA Delhi-Tax Haven for Sham-Shell Companies As per visible evidences seems Huge million billions white collar crime financial Fraud cheating manipulation scam scandal malpractice nexus with Bank
@dir_ed @EOWDelhi",1,Blame,negative,anger
Tax,"@GST_Council @IncomeTaxIndia a number of fraud cash loan apps collecting weekly interest of more than 60% so it must be income and matter of tax evading, charging GST also but never deposited what I understand then it's a matter GST fraud too these companies collecting money",1,Blame,negative,sadness
Tax,"@GST_Council @IncomeTaxIndia Tax and GST fraud going on openly in the name of taking society maintenance, request you to validate the records for this account number GSTIN: 03AATFM5924C2ZB",1,Blame,negative,sadness
Tax,"@IncomeTaxIndia @nsitharamanoffc @officeofPCM @FinMinIndia @PIB_India FRAUD BY INCOME TAX DEPTT. COMPLAINT TO COMMISIONER INCOME TAX DEPTT . UNFAIR PRACTICES ADOPTED BY INCOME TAX DEPTT.
E-FILING ACK NO 109658930160621 DATED 16.06.2021 NOT REFUNDED BY INCOME TAX DEPTT TILL DATE WHEREAS RETURNEES FILED AFTER 16.06.2021 HAVE BEEN REFUNDED..",1,Accusation,negative,sadness
